id,sku,brand,country,date,quantity
DE-a-1,1,a,DE,2014-01-01,8
DE-a-1,1,a,DE,2014-02-01,15
DE-a-1,1,a,DE,2014-03-01,10
DE-a-1,1,a,DE,2014-04-01,5
DE-a-1,1,a,DE,2014-05-01,12
DE-a-1,1,a,DE,2014-06-01,5
DE-a-1,1,a,DE,2014-07-01,3
DE-a-1,1,a,DE,2014-08-01,1
DE-a-1,1,a,DE,2014-09-01,1
DE-a-1,1,a,DE,2014-10-01,1
DE-a-1,1,a,DE,2014-11-01,7
DE-a-1,1,a,DE,2014-12-01,6
DE-a-1,1,a,DE,2015-01-01,10
DE-a-1,1,a,DE,2015-02-01,12
DE-a-1,1,a,DE,2015-03-01,11
DE-a-1,1,a,DE,2015-04-01,9
DE-a-1,1,a,DE,2015-05-01,8
DE-a-1,1,a,DE,2015-06-01,7
DE-a-1,1,a,DE,2015-07-01,5
DE-a-1,1,a,DE,2015-08-01,1
DE-a-1,1,a,DE,2015-11-01,1
DE-a-1,1,a,DE,2015-12-01,9
DE-a-1,1,a,DE,2016-01-01,10
DE-a-1,1,a,DE,2016-02-01,10
DE-a-1,1,a,DE,2016-03-01,14
DE-a-1,1,a,DE,2016-04-01,10
DE-a-1,1,a,DE,2016-05-01,4
DE-a-1,1,a,DE,2016-06-01,7
DE-a-1,1,a,DE,2016-07-01,3
DE-a-1,1,a,DE,2016-08-01,1
DE-a-1,1,a,DE,2016-09-01,2
DE-a-1,1,a,DE,2016-10-01,3
DE-a-1,1,a,DE,2016-11-01,1
DE-a-1,1,a,DE,2016-12-01,8
DE-a-1,1,a,DE,2017-01-01,10
DE-a-1,1,a,DE,2017-02-01,12
DE-a-1,1,a,DE,2017-03-01,10
DE-a-1,1,a,DE,2017-04-01,12
DE-a-1,1,a,DE,2017-05-01,7
DE-a-1,1,a,DE,2017-06-01,6
DE-a-1,1,a,DE,2017-07-01,3
DE-a-1,1,a,DE,2017-08-01,3
DE-a-1,1,a,DE,2017-09-01,1
DE-a-1,1,a,DE,2017-10-01,5
DE-a-1,1,a,DE,2017-11-01,3
DE-a-1,1,a,DE,2017-12-01,7
DE-a-1,1,a,DE,2018-01-01,7
DE-a-1,1,a,DE,2018-02-01,15
DE-a-1,1,a,DE,2018-03-01,7
DE-a-1,1,a,DE,2018-04-01,10
DE-a-1,1,a,DE,2018-05-01,10
DE-a-1,1,a,DE,2018-06-01,6
DE-a-1,1,a,DE,2018-07-01,2
DE-a-1,1,a,DE,2018-08-01,2
DE-a-1,1,a,DE,2018-09-01,4
DE-a-1,1,a,DE,2018-10-01,1
DE-a-1,1,a,DE,2018-11-01,7
DE-a-1,1,a,DE,2018-12-01,13
DE-a-2,2,a,DE,2014-01-01,7
DE-a-2,2,a,DE,2014-02-01,9
DE-a-2,2,a,DE,2014-03-01,13
DE-a-2,2,a,DE,2014-04-01,14
DE-a-2,2,a,DE,2014-05-01,6
DE-a-2,2,a,DE,2014-06-01,7
DE-a-2,2,a,DE,2014-07-01,7
DE-a-2,2,a,DE,2014-08-01,2
DE-a-2,2,a,DE,2014-09-01,1
DE-a-2,2,a,DE,2014-11-01,1
DE-a-2,2,a,DE,2014-12-01,3
DE-a-2,2,a,DE,2015-01-01,8
DE-a-2,2,a,DE,2015-02-01,15
DE-a-2,2,a,DE,2015-03-01,14
DE-a-2,2,a,DE,2015-04-01,9
DE-a-2,2,a,DE,2015-05-01,11
DE-a-2,2,a,DE,2015-06-01,6
DE-a-2,2,a,DE,2015-07-01,7
DE-a-2,2,a,DE,2015-08-01,4
DE-a-2,2,a,DE,2015-09-01,2
DE-a-2,2,a,DE,2015-11-01,6
DE-a-2,2,a,DE,2015-12-01,8
DE-a-2,2,a,DE,2016-01-01,13
DE-a-2,2,a,DE,2016-02-01,13
DE-a-2,2,a,DE,2016-03-01,10
DE-a-2,2,a,DE,2016-04-01,8
DE-a-2,2,a,DE,2016-05-01,12
DE-a-2,2,a,DE,2016-06-01,5
DE-a-2,2,a,DE,2016-07-01,6
DE-a-2,2,a,DE,2016-08-01,3
DE-a-2,2,a,DE,2016-09-01,1
DE-a-2,2,a,DE,2016-11-01,4
DE-a-2,2,a,DE,2016-12-01,7
DE-a-2,2,a,DE,2017-01-01,5
DE-a-2,2,a,DE,2017-02-01,13
DE-a-2,2,a,DE,2017-03-01,12
DE-a-2,2,a,DE,2017-04-01,10
DE-a-2,2,a,DE,2017-05-01,8
DE-a-2,2,a,DE,2017-06-01,9
DE-a-2,2,a,DE,2017-07-01,11
DE-a-2,2,a,DE,2017-08-01,2
DE-a-2,2,a,DE,2017-09-01,5
DE-a-2,2,a,DE,2017-10-01,2
DE-a-2,2,a,DE,2017-11-01,4
DE-a-2,2,a,DE,2017-12-01,9
DE-a-2,2,a,DE,2018-01-01,10
DE-a-2,2,a,DE,2018-02-01,14
DE-a-2,2,a,DE,2018-03-01,14
DE-a-2,2,a,DE,2018-04-01,12
DE-a-2,2,a,DE,2018-05-01,14
DE-a-2,2,a,DE,2018-06-01,12
DE-a-2,2,a,DE,2018-07-01,11
DE-a-2,2,a,DE,2018-08-01,3
DE-a-2,2,a,DE,2018-09-01,1
DE-a-2,2,a,DE,2018-10-01,2
DE-a-2,2,a,DE,2018-11-01,4
DE-a-2,2,a,DE,2018-12-01,7
DE-a-3,3,a,DE,2014-01-01,2
DE-a-3,3,a,DE,2014-02-01,5
DE-a-3,3,a,DE,2014-03-01,10
DE-a-3,3,a,DE,2014-04-01,8
DE-a-3,3,a,DE,2014-05-01,8
DE-a-3,3,a,DE,2014-06-01,5
DE-a-3,3,a,DE,2014-07-01,1
DE-a-3,3,a,DE,2014-10-01,1
DE-a-3,3,a,DE,2014-11-01,1
DE-a-3,3,a,DE,2014-12-01,8
DE-a-3,3,a,DE,2015-01-01,10
DE-a-3,3,a,DE,2015-02-01,12
DE-a-3,3,a,DE,2015-03-01,9
DE-a-3,3,a,DE,2015-04-01,9
DE-a-3,3,a,DE,2015-05-01,8
DE-a-3,3,a,DE,2015-06-01,7
DE-a-3,3,a,DE,2015-07-01,2
DE-a-3,3,a,DE,2015-11-01,1
DE-a-3,3,a,DE,2015-12-01,2
DE-a-3,3,a,DE,2016-01-01,9
DE-a-3,3,a,DE,2016-02-01,10
DE-a-3,3,a,DE,2016-03-01,7
DE-a-3,3,a,DE,2016-04-01,8
